5528841051,5
2055935292,53
3039085468,100
6685140301,89
3582670057,42
4515197336,22
7930151786,97
5999890795,46
7919977964,65
1234567890,99
8386004419,78
8778790390,17
2435420821,79
4842211761,36
2438933584,43
8186334841,83
2791867783,41
9741904381,81
9049868977,67
2826323243,32
9276033478,102
3992584375,72
5232828431,25
6186035456,48
9619449156,66
6296922776,82
6833899641,21
6742215985,24
3474147132,75
6218004131,39
4193346306,84
2091264841,31
4739967586,62
5210988755,70
9462839509,86
2775565275,90
3039085469,101
8917172631,3
6809365413,95
4850571708,52
2532544112,94
2453054506,13
4836437010,35
3677307198,47
8256654677,57
6232627622,98
4854758048,85
2656028463,14
6716400122,56
6944389612,34
4564700944,7
8335998992,29
2330094396,10
6927096198,69
3282312457,91
5443569769,74
3399977444,60
3635231201,51
4828114854,49
2245865233,33
5227014843,45
2929032375,96
7766028969,4
2368652952,71
4223256965,88
5601708360,76
7412002757,9
8093435151,11
9548829294,55
3443335649,73
5770621029,1
2687223328,23
4536924324,87
6178599703,20
7208214929,64
3873002083,2
9128738221,50
5460058639,26
2972864436,8
9618728390,30
2285703567,37
3277045089,15
7311798883,16
7026755009,58
8165414045,12
7481263371,44
9380071762,59
2741916019,80
4987934933,54
8368647689,61
2257542577,6
2829147841,68
5068518766,28
6479202057,38
5495765871,19
8529646593,63
5994729902,18
5862934042,93
2593565118,27
6106907216,40
6088899908,77
3372359942,92
6445466558,0
